x,y,Wave_Power,Bathymetry,Distance_to_Shore,Chlorophyll,Salinity
74.43,21.330000000000002,127,255,127.0,5.0,127.0
74.93,21.330000000000002,127,255,127.0,5.0,127.0
75.43,21.330000000000002,127,255,127.0,5.0,127.0
75.93,21.330000000000002,127,255,127.0,5.0,127.0
76.43,21.330000000000002,127,255,127.0,5.0,127.0
76.93,21.330000000000002,127,255,127.0,5.0,127.0
77.43,21.330000000000002,127,255,127.0,5.0,127.0
77.93,21.330000000000002,127,255,127.0,5.0,127.0
78.43,21.330000000000002,127,255,127.0,5.0,127.0
78.93,21.330000000000002,127,255,127.0,5.0,127.0
79.43,21.330000000000002,127,255,127.0,5.0,127.0
79.93,21.330000000000002,127,255,127.0,5.0,127.0
80.43,21.330000000000002,127,255,127.0,5.0,127.0
80.93,21.330000000000002,127,255,127.0,5.0,127.0
81.43,21.330000000000002,127,255,127.0,5.0,127.0
81.93,21.330000000000002,127,255,127.0,5.0,127.0
82.43,21.330000000000002,127,255,127.0,5.0,127.0
82.93,21.330000000000002,127,255,2.0,4.0,1.0
83.43,21.330000000000002,127,255,2.0,4.0,1.0
83.93,21.330000000000002,127,255,2.0,4.0,1.0
84.43,21.330000000000002,127,255,2.0,4.0,1.0
84.93,21.330000000000002,127,255,2.0,4.0,1.0
85.43,21.330000000000002,127,255,1.0,4.0,1.0
85.93,21.330000000000002,127,255,1.0,4.0,1.0
86.43,21.330000000000002,127,255,1.0,4.0,1.0
86.93,21.330000000000002,2,255,1.0,4.0,1.0
87.43,21.330000000000002,3,255,1.0,4.0,1.0
87.93,21.330000000000002,3,255,1.0,4.0,1.0
88.43,21.330000000000002,4,255,127.0,5.0,127.0
88.93,21.330000000000002,4,255,3.0,1.0,1.0
89.43,21.330000000000002,4,255,3.0,1.0,1.0
89.93,21.330000000000002,4,255,3.0,1.0,1.0
90.43,21.330000000000002,4,255,3.0,1.0,1.0
90.93,21.330000000000002,4,255,3.0,1.0,1.0
91.43,21.330000000000002,4,255,3.0,1.0,1.0
91.93,21.330000000000002,3,255,3.0,1.0,1.0
92.43,21.330000000000002,127,255,3.0,1.0,1.0
59.93,20.830000000000002,5,255,3.0,1.0,1.0
60.43,20.830000000000002,5,255,3.0,1.0,1.0
60.93,20.830000000000002,5,255,3.0,1.0,1.0
61.43,20.830000000000002,5,255,3.0,2.0,1.0
61.93,20.830000000000002,5,255,3.0,2.0,1.0
62.43,20.830000000000002,5,255,3.0,2.0,1.0
62.93,20.830000000000002,5,255,3.0,1.0,1.0
63.43,20.830000000000002,5,255,3.0,2.0,1.0
63.93,20.830000000000002,5,255,3.0,1.0,1.0
64.43,20.830000000000002,5,255,3.0,2.0,1.0
64.93,20.830000000000002,5,255,3.0,4.0,1.0
65.43,20.830000000000002,5,255,3.0,4.0,1.0
65.93,20.830000000000002,5,255,2.0,4.0,1.0
66.43,20.830000000000002,5,255,2.0,4.0,1.0
66.93,20.830000000000002,5,255,2.0,4.0,1.0
67.43,20.830000000000002,5,255,2.0,4.0,1.0
67.93,20.830000000000002,5,255,2.0,4.0,1.0
68.43,20.830000000000002,5,255,2.0,5.0,2.0
68.93,20.830000000000002,5,255,127.0,5.0,127.0
69.43,20.830000000000002,5,255,127.0,5.0,127.0
69.93,20.830000000000002,5,255,127.0,5.0,127.0
70.43,20.830000000000002,5,255,127.0,5.0,127.0
70.93,20.830000000000002,5,255,127.0,5.0,127.0
71.43,20.830000000000002,5,255,127.0,5.0,127.0
71.93,20.830000000000002,5,255,127.0,5.0,127.0
72.43,20.830000000000002,4,255,127.0,5.0,127.0
72.93,20.830000000000002,2,255,127.0,5.0,127.0
73.43,20.830000000000002,127,255,127.0,5.0,127.0
73.93,20.830000000000002,127,255,127.0,5.0,127.0
74.43,20.830000000000002,127,255,127.0,5.0,127.0
74.93,20.830000000000002,127,255,127.0,5.0,127.0
75.43,20.830000000000002,127,255,127.0,5.0,127.0
75.93,20.830000000000002,127,255,127.0,5.0,127.0
76.43,20.830000000000002,127,255,127.0,5.0,127.0
76.93,20.830000000000002,127,255,127.0,5.0,127.0
77.43,20.830000000000002,127,255,127.0,5.0,127.0
77.93,20.830000000000002,127,255,127.0,5.0,127.0
78.43,20.830000000000002,127,255,127.0,5.0,127.0
78.93,20.830000000000002,127,255,127.0,5.0,127.0
79.43,20.830000000000002,127,255,127.0,5.0,127.0
79.93,20.830000000000002,127,255,127.0,5.0,127.0
80.43,20.830000000000002,127,255,127.0,5.0,127.0
80.93,20.830000000000002,127,255,127.0,5.0,127.0
81.43,20.830000000000002,127,255,127.0,5.0,127.0
81.93,20.830000000000002,127,255,127.0,5.0,127.0
82.43,20.830000000000002,127,255,2.0,4.0,1.0
82.93,20.830000000000002,127,255,2.0,4.0,1.0
83.43,20.830000000000002,127,255,2.0,4.0,1.0
83.93,20.830000000000002,127,255,2.0,4.0,1.0
84.43,20.830000000000002,127,255,2.0,4.0,1.0
84.93,20.830000000000002,127,255,2.0,4.0,1.0
85.43,20.830000000000002,127,255,2.0,4.0,1.0
85.93,20.830000000000002,127,255,2.0,4.0,1.0
86.43,20.830000000000002,127,255,1.0,4.0,1.0
86.93,20.830000000000002,3,255,1.0,4.0,1.0
87.43,20.830000000000002,4,255,1.0,4.0,1.0
87.93,20.830000000000002,4,255,1.0,4.0,1.0
88.43,20.830000000000002,4,255,3.0,1.0,1.0
88.93,20.830000000000002,5,255,3.0,1.0,1.0
89.43,20.830000000000002,5,255,3.0,1.0,1.0
89.93,20.830000000000002,5,255,3.0,1.0,1.0
90.43,20.830000000000002,5,255,3.0,1.0,1.0
90.93,20.830000000000002,5,255,3.0,1.0,1.0
91.43,20.830000000000002,4,255,3.0,1.0,1.0
91.93,20.830000000000002,4,255,3.0,1.0,1.0
92.43,20.830000000000002,3,255,3.0,1.0,1.0
59.93,20.330000000000002,5,255,3.0,1.0,1.0
60.43,20.330000000000002,5,255,3.0,1.0,1.0
60.93,20.330000000000002,5,255,3.0,2.0,1.0
61.43,20.330000000000002,5,255,3.0,2.0,1.0
61.93,20.330000000000002,5,255,3.0,2.0,1.0
62.43,20.330000000000002,5,255,3.0,1.0,1.0
62.93,20.330000000000002,5,255,3.0,1.0,1.0
63.43,20.330000000000002,5,255,3.0,1.0,1.0
63.93,20.330000000000002,5,255,3.0,2.0,1.0
64.43,20.330000000000002,5,255,3.0,4.0,1.0
64.93,20.330000000000002,5,255,3.0,4.0,1.0
65.43,20.330000000000002,5,255,3.0,4.0,1.0
65.93,20.330000000000002,5,255,2.0,4.0,1.0
66.43,20.330000000000002,5,255,2.0,4.0,1.0
66.93,20.330000000000002,5,255,2.0,4.0,1.0
67.43,20.330000000000002,5,255,2.0,4.0,1.0
67.93,20.330000000000002,5,255,2.0,5.0,2.0
68.43,20.330000000000002,5,255,127.0,5.0,127.0
68.93,20.330000000000002,5,255,127.0,5.0,127.0
69.43,20.330000000000002,5,255,127.0,5.0,127.0
69.93,20.330000000000002,5,255,127.0,5.0,127.0
70.43,20.330000000000002,5,255,127.0,5.0,127.0
70.93,20.330000000000002,5,255,127.0,5.0,127.0
71.43,20.330000000000002,5,255,127.0,5.0,127.0
71.93,20.330000000000002,5,255,127.0,5.0,127.0
72.43,20.330000000000002,5,255,127.0,5.0,127.0
72.93,20.330000000000002,127,255,127.0,5.0,127.0
73.43,20.330000000000002,127,255,127.0,5.0,127.0
73.93,20.330000000000002,127,255,127.0,5.0,127.0
74.43,20.330000000000002,127,255,127.0,5.0,127.0
74.93,20.330000000000002,127,255,127.0,5.0,127.0
75.43,20.330000000000002,127,255,127.0,5.0,127.0
75.93,20.330000000000002,127,255,127.0,5.0,127.0
76.43,20.330000000000002,127,255,127.0,5.0,127.0
76.93,20.330000000000002,127,255,127.0,5.0,127.0
77.43,20.330000000000002,127,255,127.0,5.0,127.0
77.93,20.330000000000002,127,255,127.0,5.0,127.0
78.43,20.330000000000002,127,255,127.0,5.0,127.0
78.93,20.330000000000002,127,255,127.0,5.0,127.0
79.43,20.330000000000002,127,255,127.0,5.0,127.0
79.93,20.330000000000002,127,255,127.0,5.0,127.0
80.43,20.330000000000002,127,255,127.0,5.0,127.0
80.93,20.330000000000002,127,255,127.0,4.0,127.0
81.43,20.330000000000002,127,255,2.0,4.0,1.0
81.93,20.330000000000002,127,255,2.0,4.0,1.0
82.43,20.330000000000002,127,255,2.0,3.0,1.0
82.93,20.330000000000002,127,255,2.0,3.0,1.0
83.43,20.330000000000002,127,255,2.0,3.0,1.0
83.93,20.330000000000002,127,255,2.0,3.0,1.0
84.43,20.330000000000002,127,255,2.0,3.0,1.0
84.93,20.330000000000002,127,255,2.0,3.0,1.0
85.43,20.330000000000002,127,255,2.0,3.0,1.0
85.93,20.330000000000002,2,255,2.0,3.0,1.0
86.43,20.330000000000002,3,255,2.0,3.0,1.0
86.93,20.330000000000002,4,255,2.0,4.0,1.0
87.43,20.330000000000002,4,255,1.0,4.0,1.0
87.93,20.330000000000002,4,255,3.0,1.0,1.0
88.43,20.330000000000002,5,255,3.0,1.0,1.0
88.93,20.330000000000002,5,255,3.0,1.0,1.0
89.43,20.330000000000002,5,255,3.0,1.0,1.0
89.93,20.330000000000002,5,255,3.0,1.0,1.0
90.43,20.330000000000002,5,255,3.0,1.0,1.0
90.93,20.330000000000002,5,255,3.0,1.0,1.0
91.43,20.330000000000002,5,255,3.0,1.0,1.0
91.93,20.330000000000002,4,255,3.0,1.0,1.0
92.43,20.330000000000002,3,255,3.0,1.0,1.0
59.93,19.830000000000002,5,255,3.0,1.0,1.0
60.43,19.830000000000002,5,255,3.0,1.0,1.0
60.93,19.830000000000002,5,255,3.0,1.0,1.0
61.43,19.830000000000002,5,255,3.0,1.0,1.0
61.93,19.830000000000002,5,255,3.0,1.0,1.0
62.43,19.830000000000002,5,255,3.0,1.0,1.0
62.93,19.830000000000002,5,255,3.0,1.0,1.0
63.43,19.830000000000002,5,255,3.0,2.0,1.0
63.93,19.830000000000002,5,255,3.0,3.0,1.0
64.43,19.830000000000002,5,255,3.0,4.0,1.0
64.93,19.830000000000002,5,255,3.0,4.0,1.0
65.43,19.830000000000002,5,255,3.0,4.0,1.0
65.93,19.830000000000002,5,255,3.0,4.0,1.0
66.43,19.830000000000002,5,255,2.0,4.0,1.0
66.93,19.830000000000002,5,255,2.0,4.0,1.0
67.43,19.830000000000002,5,255,127.0,5.0,2.0
67.93,19.830000000000002,5,255,127.0,5.0,127.0
68.43,19.830000000000002,5,255,127.0,5.0,127.0
68.93,19.830000000000002,5,255,127.0,5.0,127.0
69.43,19.830000000000002,5,255,127.0,5.0,127.0
69.93,19.830000000000002,5,255,127.0,5.0,4.0
70.43,19.830000000000002,5,255,127.0,5.0,127.0
70.93,19.830000000000002,5,255,127.0,5.0,127.0
71.43,19.830000000000002,5,255,127.0,5.0,127.0
71.93,19.830000000000002,5,0,127.0,5.0,127.0
72.43,19.830000000000002,5,0,127.0,5.0,127.0
72.93,19.830000000000002,127,0,127.0,5.0,127.0
73.43,19.830000000000002,127,0,127.0,5.0,127.0
73.93,19.830000000000002,127,0,127.0,5.0,127.0
74.43,19.830000000000002,127,0,127.0,5.0,127.0
74.93,19.830000000000002,127,0,127.0,5.0,127.0
75.43,19.830000000000002,127,0,127.0,5.0,127.0
75.93,19.830000000000002,127,0,127.0,5.0,127.0
76.43,19.830000000000002,127,0,127.0,5.0,127.0
76.93,19.830000000000002,127,0,127.0,5.0,127.0
77.43,19.830000000000002,127,0,127.0,5.0,127.0
77.93,19.830000000000002,127,0,127.0,5.0,127.0
78.43,19.830000000000002,127,0,127.0,5.0,127.0
78.93,19.830000000000002,127,0,127.0,5.0,127.0
79.43,19.830000000000002,127,1,127.0,5.0,127.0
79.93,19.830000000000002,127,1,2.0,4.0,1.0
80.43,19.830000000000002,127,1,2.0,3.0,1.0
80.93,19.830000000000002,127,1,2.0,3.0,1.0
81.43,19.830000000000002,127,1,2.0,3.0,1.0
81.93,19.830000000000002,127,1,2.0,3.0,1.0
82.43,19.830000000000002,127,1,2.0,3.0,1.0
82.93,19.830000000000002,127,1,2.0,3.0,1.0
83.43,19.830000000000002,127,1,2.0,3.0,1.0
83.93,19.830000000000002,127,1,2.0,3.0,1.0
84.43,19.830000000000002,127,1,2.0,3.0,1.0
84.93,19.830000000000002,127,1,2.0,3.0,1.0
85.43,19.830000000000002,3,1,2.0,3.0,1.0
85.93,19.830000000000002,3,1,2.0,3.0,1.0
86.43,19.830000000000002,4,2,2.0,3.0,1.0
86.93,19.830000000000002,4,2,2.0,3.0,1.0
87.43,19.830000000000002,5,2,3.0,1.0,1.0
87.93,19.830000000000002,5,2,3.0,1.0,1.0
88.43,19.830000000000002,5,2,3.0,1.0,1.0
88.93,19.830000000000002,5,2,3.0,1.0,1.0
89.43,19.830000000000002,5,2,3.0,1.0,1.0
89.93,19.830000000000002,5,2,3.0,1.0,1.0
90.43,19.830000000000002,5,2,3.0,1.0,1.0
90.93,19.830000000000002,5,2,3.0,1.0,1.0
91.43,19.830000000000002,5,2,3.0,1.0,1.0
91.93,19.830000000000002,5,2,3.0,1.0,1.0
92.43,19.830000000000002,4,3,3.0,1.0,1.0
59.93,19.330000000000002,5,3,3.0,1.0,1.0
60.43,19.330000000000002,5,3,3.0,1.0,1.0
60.93,19.330000000000002,5,3,3.0,1.0,1.0
61.43,19.330000000000002,5,3,3.0,1.0,1.0
61.93,19.330000000000002,5,3,3.0,1.0,1.0
62.43,19.330000000000002,5,3,3.0,1.0,1.0
62.93,19.330000000000002,5,3,3.0,1.0,1.0
63.43,19.330000000000002,5,3,3.0,2.0,1.0
63.93,19.330000000000002,5,3,3.0,3.0,1.0
64.43,19.330000000000002,5,3,3.0,4.0,1.0
64.93,19.330000000000002,5,3,3.0,4.0,1.0
65.43,19.330000000000002,5,4,3.0,4.0,1.0
65.93,19.330000000000002,5,4,3.0,4.0,1.0
66.43,19.330000000000002,5,4,2.0,4.0,1.0
66.93,19.330000000000002,5,4,2.0,5.0,4.0
67.43,19.330000000000002,5,4,127.0,5.0,127.0
67.93,19.330000000000002,5,4,127.0,5.0,127.0
68.43,19.330000000000002,5,4,127.0,5.0,127.0
68.93,19.330000000000002,5,4,127.0,5.0,127.0
69.43,19.330000000000002,5,4,127.0,5.0,4.0
69.93,19.330000000000002,5,4,127.0,5.0,127.0
70.43,19.330000000000002,5,4,127.0,5.0,127.0
70.93,19.330000000000002,5,4,127.0,5.0,127.0
71.43,19.330000000000002,5,4,127.0,5.0,127.0
71.93,19.330000000000002,5,4,127.0,5.0,127.0
72.43,19.330000000000002,5,4,127.0,5.0,127.0
72.93,19.330000000000002,127,4,127.0,5.0,127.0
73.43,19.330000000000002,127,4,127.0,5.0,127.0
73.93,19.330000000000002,127,4,127.0,5.0,127.0
74.43,19.330000000000002,127,4,127.0,5.0,127.0
74.93,19.330000000000002,127,4,127.0,5.0,127.0
75.43,19.330000000000002,127,4,127.0,5.0,127.0
75.93,19.330000000000002,127,4,127.0,5.0,127.0
76.43,19.330000000000002,127,4,127.0,5.0,127.0
76.93,19.330000000000002,127,4,127.0,5.0,127.0
77.43,19.330000000000002,127,4,127.0,5.0,127.0
77.93,19.330000000000002,127,3,127.0,5.0,127.0
78.43,19.330000000000002,127,3,127.0,5.0,127.0
78.93,19.330000000000002,127,3,2.0,4.0,1.0
79.43,19.330000000000002,127,3,2.0,3.0,1.0
79.93,19.330000000000002,127,3,2.0,3.0,1.0
80.43,19.330000000000002,127,3,2.0,2.0,1.0
80.93,19.330000000000002,127,3,2.0,2.0,1.0
81.43,19.330000000000002,127,3,2.0,2.0,1.0
81.93,19.330000000000002,127,3,2.0,2.0,1.0
82.43,19.330000000000002,127,3,2.0,2.0,1.0
82.93,19.330000000000002,127,3,2.0,3.0,1.0
83.43,19.330000000000002,127,3,2.0,3.0,1.0
83.93,19.330000000000002,127,2,2.0,3.0,1.0
84.43,19.330000000000002,127,2,2.0,3.0,1.0
84.93,19.330000000000002,3,2,2.0,3.0,1.0
85.43,19.330000000000002,4,2,2.0,3.0,1.0
85.93,19.330000000000002,4,2,2.0,2.0,1.0
86.43,19.330000000000002,5,2,2.0,2.0,1.0
86.93,19.330000000000002,5,2,3.0,1.0,1.0
87.43,19.330000000000002,5,2,3.0,1.0,1.0
87.93,19.330000000000002,5,2,3.0,1.0,1.0
88.43,19.330000000000002,5,2,3.0,1.0,1.0
88.93,19.330000000000002,5,2,3.0,1.0,1.0
89.43,19.330000000000002,5,2,3.0,1.0,1.0
89.93,19.330000000000002,5,1,3.0,1.0,1.0
90.43,19.330000000000002,5,1,3.0,1.0,1.0
90.93,19.330000000000002,5,1,3.0,1.0,1.0
91.43,19.330000000000002,5,1,3.0,1.0,1.0
91.93,19.330000000000002,5,1,3.0,1.0,1.0
92.43,19.330000000000002,5,1,3.0,1.0,1.0
59.93,18.830000000000002,5,1,3.0,1.0,1.0
60.43,18.830000000000002,5,1,3.0,1.0,1.0
60.93,18.830000000000002,5,1,3.0,1.0,1.0
61.43,18.830000000000002,5,1,3.0,1.0,1.0
61.93,18.830000000000002,5,1,3.0,1.0,1.0
62.43,18.830000000000002,5,1,3.0,1.0,1.0
62.93,18.830000000000002,5,1,3.0,1.0,1.0
63.43,18.830000000000002,5,0,3.0,2.0,1.0
63.93,18.830000000000002,5,0,3.0,4.0,1.0
64.43,18.830000000000002,5,0,3.0,4.0,1.0
64.93,18.830000000000002,5,0,3.0,4.0,1.0
65.43,18.830000000000002,5,0,3.0,4.0,1.0
65.93,18.830000000000002,5,0,3.0,4.0,1.0
66.43,18.830000000000002,5,0,2.0,5.0,2.0
66.93,18.830000000000002,5,0,127.0,5.0,127.0
67.43,18.830000000000002,5,0,127.0,5.0,127.0
67.93,18.830000000000002,5,0,127.0,5.0,127.0
68.43,18.830000000000002,5,0,127.0,5.0,127.0
68.93,18.830000000000002,5,0,127.0,5.0,127.0
69.43,18.830000000000002,5,0,127.0,5.0,127.0
69.93,18.830000000000002,5,255,127.0,5.0,127.0
70.43,18.830000000000002,5,255,127.0,5.0,127.0
70.93,18.830000000000002,5,255,127.0,5.0,127.0
71.43,18.830000000000002,5,255,127.0,5.0,127.0
71.93,18.830000000000002,5,255,127.0,5.0,3.0
72.43,18.830000000000002,5,255,127.0,5.0,127.0
72.93,18.830000000000002,127,255,127.0,5.0,127.0
73.43,18.830000000000002,127,255,127.0,5.0,127.0
73.93,18.830000000000002,127,255,127.0,5.0,127.0
74.43,18.830000000000002,127,255,127.0,5.0,127.0
74.93,18.830000000000002,127,255,127.0,5.0,127.0
75.43,18.830000000000002,127,255,127.0,5.0,127.0
75.93,18.830000000000002,127,255,127.0,5.0,127.0
76.43,18.830000000000002,127,255,127.0,5.0,127.0
76.93,18.830000000000002,127,255,127.0,5.0,127.0
77.43,18.830000000000002,127,255,127.0,5.0,127.0
77.93,18.830000000000002,127,255,2.0,4.0,1.0
78.43,18.830000000000002,127,255,2.0,3.0,1.0
78.93,18.830000000000002,127,255,2.0,2.0,1.0
79.43,18.830000000000002,127,255,2.0,2.0,1.0
79.93,18.830000000000002,127,255,2.0,2.0,1.0
80.43,18.830000000000002,127,255,2.0,2.0,1.0
80.93,18.830000000000002,127,255,2.0,2.0,1.0
81.43,18.830000000000002,127,255,2.0,2.0,1.0
81.93,18.830000000000002,127,255,2.0,2.0,1.0
82.43,18.830000000000002,127,255,2.0,2.0,1.0
82.93,18.830000000000002,127,255,2.0,2.0,1.0
83.43,18.830000000000002,127,255,2.0,2.0,1.0
83.93,18.830000000000002,2,255,2.0,2.0,1.0
84.43,18.830000000000002,3,255,2.0,2.0,1.0
84.93,18.830000000000002,4,255,2.0,2.0,1.0
85.43,18.830000000000002,4,255,2.0,2.0,1.0
85.93,18.830000000000002,5,255,2.0,2.0,1.0
86.43,18.830000000000002,5,255,3.0,1.0,1.0
86.93,18.830000000000002,5,255,3.0,1.0,1.0
87.43,18.830000000000002,5,255,3.0,1.0,1.0
87.93,18.830000000000002,5,255,3.0,1.0,1.0
88.43,18.830000000000002,5,255,3.0,1.0,1.0
88.93,18.830000000000002,5,255,3.0,1.0,1.0
89.43,18.830000000000002,5,255,3.0,1.0,1.0
89.93,18.830000000000002,5,255,3.0,1.0,1.0
90.43,18.830000000000002,5,255,3.0,1.0,1.0
90.93,18.830000000000002,5,255,3.0,1.0,1.0
91.43,18.830000000000002,5,255,3.0,1.0,1.0
91.93,18.830000000000002,5,255,3.0,1.0,1.0
92.43,18.830000000000002,5,255,3.0,1.0,1.0
59.93,18.330000000000002,5,255,3.0,1.0,1.0
60.43,18.330000000000002,5,255,3.0,1.0,1.0
60.93,18.330000000000002,5,255,3.0,1.0,1.0
61.43,18.330000000000002,5,255,3.0,1.0,1.0
61.93,18.330000000000002,5,255,3.0,1.0,1.0
62.43,18.330000000000002,5,255,3.0,1.0,1.0
62.93,18.330000000000002,5,255,3.0,2.0,1.0
63.43,18.330000000000002,5,255,3.0,2.0,1.0
63.93,18.330000000000002,5,255,3.0,4.0,1.0
64.43,18.330000000000002,5,255,3.0,4.0,1.0
64.93,18.330000000000002,5,255,3.0,4.0,1.0
65.43,18.330000000000002,5,255,3.0,4.0,1.0
65.93,18.330000000000002,5,255,2.0,5.0,2.0
66.43,18.330000000000002,5,255,127.0,5.0,127.0
66.93,18.330000000000002,5,255,127.0,5.0,127.0
67.43,18.330000000000002,5,255,127.0,5.0,127.0
67.93,18.330000000000002,5,255,127.0,5.0,127.0
68.43,18.330000000000002,5,255,127.0,5.0,127.0
68.93,18.330000000000002,5,255,127.0,5.0,127.0
69.43,18.330000000000002,5,255,127.0,5.0,127.0
69.93,18.330000000000002,5,255,127.0,5.0,127.0
70.43,18.330000000000002,5,255,127.0,5.0,127.0
70.93,18.330000000000002,5,255,127.0,5.0,127.0
71.43,18.330000000000002,5,255,127.0,5.0,127.0
71.93,18.330000000000002,5,255,127.0,5.0,127.0
72.43,18.330000000000002,5,255,127.0,5.0,127.0
72.93,18.330000000000002,5,255,127.0,5.0,127.0
73.43,18.330000000000002,127,255,127.0,5.0,127.0
73.93,18.330000000000002,127,255,127.0,5.0,127.0
74.43,18.330000000000002,127,255,127.0,5.0,127.0
74.93,18.330000000000002,127,255,127.0,5.0,127.0
75.43,18.330000000000002,127,255,127.0,5.0,127.0
75.93,18.330000000000002,127,255,127.0,5.0,127.0
76.43,18.330000000000002,127,255,127.0,5.0,1.0
76.93,18.330000000000002,127,255,2.0,4.0,1.0
77.43,18.330000000000002,127,255,2.0,3.0,1.0
77.93,18.330000000000002,127,255,2.0,2.0,1.0
78.43,18.330000000000002,127,255,2.0,2.0,1.0
78.93,18.330000000000002,127,255,2.0,2.0,1.0
79.43,18.330000000000002,127,255,2.0,2.0,1.0
79.93,18.330000000000002,127,255,2.0,2.0,1.0
80.43,18.330000000000002,127,255,2.0,2.0,1.0
80.93,18.330000000000002,127,255,2.0,2.0,1.0
81.43,18.330000000000002,127,255,2.0,2.0,1.0
81.93,18.330000000000002,127,255,2.0,2.0,1.0
82.43,18.330000000000002,127,255,2.0,2.0,1.0
82.93,18.330000000000002,127,255,2.0,2.0,1.0
83.43,18.330000000000002,2,255,2.0,2.0,1.0
83.93,18.330000000000002,3,255,2.0,2.0,1.0
84.43,18.330000000000002,4,255,2.0,2.0,1.0
84.93,18.330000000000002,4,255,2.0,2.0,1.0
85.43,18.330000000000002,5,255,2.0,2.0,1.0
85.93,18.330000000000002,5,255,3.0,1.0,1.0
86.43,18.330000000000002,5,255,3.0,1.0,1.0
86.93,18.330000000000002,5,255,3.0,1.0,1.0
87.43,18.330000000000002,5,255,3.0,1.0,1.0
87.93,18.330000000000002,5,255,3.0,1.0,1.0
88.43,18.330000000000002,5,255,3.0,1.0,1.0
88.93,18.330000000000002,5,255,3.0,1.0,1.0
89.43,18.330000000000002,5,255,3.0,1.0,1.0
89.93,18.330000000000002,5,255,3.0,1.0,1.0
90.43,18.330000000000002,5,255,3.0,1.0,1.0
90.93,18.330000000000002,5,255,3.0,1.0,1.0
91.43,18.330000000000002,5,255,3.0,1.0,1.0
91.93,18.330000000000002,5,255,3.0,1.0,1.0
92.43,18.330000000000002,5,255,3.0,1.0,1.0
59.93,17.830000000000002,5,255,3.0,1.0,1.0
60.43,17.830000000000002,5,255,3.0,1.0,1.0
60.93,17.830000000000002,5,255,3.0,1.0,1.0
61.43,17.830000000000002,5,255,3.0,1.0,1.0
61.93,17.830000000000002,5,255,3.0,1.0,1.0
62.43,17.830000000000002,5,255,3.0,1.0,1.0
62.93,17.830000000000002,5,255,3.0,1.0,1.0
63.43,17.830000000000002,5,255,3.0,3.0,1.0
63.93,17.830000000000002,5,255,3.0,4.0,1.0
64.43,17.830000000000002,5,255,3.0,4.0,1.0
64.93,17.830000000000002,5,255,3.0,4.0,1.0
65.43,17.830000000000002,5,255,2.0,4.0,1.0
65.93,17.830000000000002,5,255,127.0,5.0,127.0
66.43,17.830000000000002,5,255,127.0,5.0,127.0
66.93,17.830000000000002,5,255,127.0,5.0,127.0
67.43,17.830000000000002,5,255,127.0,5.0,127.0
67.93,17.830000000000002,5,255,127.0,5.0,127.0
68.43,17.830000000000002,5,255,127.0,5.0,127.0
68.93,17.830000000000002,5,255,127.0,5.0,127.0
69.43,17.830000000000002,5,255,127.0,5.0,127.0
69.93,17.830000000000002,5,255,127.0,5.0,127.0
70.43,17.830000000000002,5,255,127.0,5.0,127.0
70.93,17.830000000000002,5,255,127.0,5.0,127.0
71.43,17.830000000000002,5,255,127.0,5.0,127.0
71.93,17.830000000000002,5,255,127.0,5.0,127.0
72.43,17.830000000000002,5,255,127.0,5.0,127.0
72.93,17.830000000000002,5,255,127.0,5.0,127.0
73.43,17.830000000000002,127,255,127.0,5.0,127.0
73.93,17.830000000000002,127,255,127.0,5.0,127.0
74.43,17.830000000000002,127,255,127.0,5.0,127.0
74.93,17.830000000000002,127,255,127.0,5.0,127.0
75.43,17.830000000000002,127,255,2.0,4.0,1.0
75.93,17.830000000000002,127,255,2.0,4.0,1.0
76.43,17.830000000000002,127,255,2.0,2.0,1.0
76.93,17.830000000000002,127,255,2.0,2.0,1.0
77.43,17.830000000000002,127,255,2.0,2.0,1.0
77.93,17.830000000000002,127,255,2.0,2.0,1.0
78.43,17.830000000000002,127,255,2.0,2.0,1.0
78.93,17.830000000000002,127,255,2.0,2.0,1.0
79.43,17.830000000000002,127,255,2.0,2.0,1.0
79.93,17.830000000000002,127,255,2.0,2.0,1.0
80.43,17.830000000000002,127,255,2.0,2.0,1.0
80.93,17.830000000000002,127,255,2.0,2.0,1.0
81.43,17.830000000000002,127,255,2.0,2.0,1.0
81.93,17.830000000000002,127,255,2.0,2.0,1.0
82.43,17.830000000000002,127,255,2.0,2.0,1.0
82.93,17.830000000000002,127,255,2.0,2.0,1.0
83.43,17.830000000000002,3,255,2.0,2.0,1.0
83.93,17.830000000000002,4,255,2.0,2.0,1.0
84.43,17.830000000000002,4,255,2.0,2.0,1.0
84.93,17.830000000000002,5,255,2.0,2.0,1.0
85.43,17.830000000000002,5,255,3.0,1.0,1.0
85.93,17.830000000000002,5,255,3.0,1.0,1.0
86.43,17.830000000000002,5,255,3.0,1.0,1.0
86.93,17.830000000000002,5,255,3.0,1.0,1.0
87.43,17.830000000000002,5,255,3.0,1.0,1.0
87.93,17.830000000000002,5,255,3.0,1.0,1.0
88.43,17.830000000000002,5,255,3.0,1.0,1.0
88.93,17.830000000000002,5,255,3.0,1.0,1.0
89.43,17.830000000000002,5,255,3.0,1.0,1.0
89.93,17.830000000000002,5,255,3.0,1.0,1.0
90.43,17.830000000000002,5,255,3.0,1.0,1.0
90.93,17.830000000000002,5,255,3.0,1.0,1.0
91.43,17.830000000000002,5,255,3.0,1.0,1.0
91.93,17.830000000000002,5,255,3.0,1.0,1.0
