x,y,value
68.68,19.080000000000002,5.0
69.18,19.080000000000002,5.0
69.68,19.080000000000002,5.0
70.18,19.080000000000002,5.0
70.68,19.080000000000002,5.0
71.18,19.080000000000002,5.0
71.68,19.080000000000002,5.0
72.18,19.080000000000002,4.0
72.68,19.080000000000002,3.0
85.18,19.080000000000002,3.0
85.68,19.080000000000002,3.0
86.18,19.080000000000002,4.0
86.68,19.080000000000002,4.0
87.18,19.080000000000002,4.0
87.68,19.080000000000002,4.0
88.18,19.080000000000002,5.0
88.68,19.080000000000002,5.0
89.18,19.080000000000002,5.0
89.68,19.080000000000002,5.0
90.18,19.080000000000002,5.0
90.68,19.080000000000002,5.0
91.18,19.080000000000002,5.0
91.68,19.080000000000002,5.0
92.18,19.080000000000002,5.0
92.68,19.080000000000002,4.0
60.18,18.580000000000002,5.0
60.68,18.580000000000002,5.0
61.18,18.580000000000002,5.0
61.68,18.580000000000002,5.0
62.18,18.580000000000002,5.0
62.68,18.580000000000002,5.0
63.18,18.580000000000002,5.0
63.68,18.580000000000002,5.0
64.18,18.580000000000002,5.0
64.68,18.580000000000002,5.0
65.18,18.580000000000002,5.0
65.68,18.580000000000002,5.0
66.18,18.580000000000002,5.0
66.68,18.580000000000002,5.0
67.18,18.580000000000002,5.0
67.68,18.580000000000002,5.0
68.18,18.580000000000002,5.0
68.68,18.580000000000002,5.0
69.18,18.580000000000002,5.0
69.68,18.580000000000002,5.0
70.18,18.580000000000002,5.0
70.68,18.580000000000002,5.0
71.18,18.580000000000002,5.0
71.68,18.580000000000002,5.0
72.18,18.580000000000002,4.0
72.68,18.580000000000002,4.0
84.18,18.580000000000002,2.0
84.68,18.580000000000002,3.0
85.18,18.580000000000002,3.0
85.68,18.580000000000002,3.0
86.18,18.580000000000002,4.0
86.68,18.580000000000002,4.0
87.18,18.580000000000002,4.0
87.68,18.580000000000002,4.0
88.18,18.580000000000002,5.0
88.68,18.580000000000002,5.0
89.18,18.580000000000002,5.0
89.68,18.580000000000002,5.0
90.18,18.580000000000002,5.0
90.68,18.580000000000002,5.0
91.18,18.580000000000002,5.0
91.68,18.580000000000002,5.0
92.18,18.580000000000002,5.0
92.68,18.580000000000002,4.0
60.18,18.080000000000002,5.0
60.68,18.080000000000002,5.0
61.18,18.080000000000002,5.0
61.68,18.080000000000002,5.0
62.18,18.080000000000002,5.0
62.68,18.080000000000002,5.0
63.18,18.080000000000002,5.0
63.68,18.080000000000002,5.0
64.18,18.080000000000002,5.0
64.68,18.080000000000002,5.0
65.18,18.080000000000002,5.0
65.68,18.080000000000002,5.0
66.18,18.080000000000002,5.0
66.68,18.080000000000002,5.0
67.18,18.080000000000002,5.0
67.68,18.080000000000002,5.0
68.18,18.080000000000002,5.0
68.68,18.080000000000002,5.0
69.18,18.080000000000002,5.0
69.68,18.080000000000002,5.0
70.18,18.080000000000002,5.0
70.68,18.080000000000002,5.0
71.18,18.080000000000002,5.0
71.68,18.080000000000002,5.0
72.18,18.080000000000002,5.0
72.68,18.080000000000002,4.0
73.18,18.080000000000002,3.0
83.68,18.080000000000002,2.0
84.18,18.080000000000002,2.0
84.68,18.080000000000002,3.0
85.18,18.080000000000002,3.0
85.68,18.080000000000002,4.0
86.18,18.080000000000002,4.0
86.68,18.080000000000002,4.0
87.18,18.080000000000002,4.0
87.68,18.080000000000002,5.0
88.18,18.080000000000002,5.0
88.68,18.080000000000002,5.0
89.18,18.080000000000002,5.0
89.68,18.080000000000002,5.0
90.18,18.080000000000002,5.0
90.68,18.080000000000002,5.0
91.18,18.080000000000002,5.0
91.68,18.080000000000002,5.0
92.18,18.080000000000002,5.0
92.68,18.080000000000002,4.0
60.18,17.580000000000002,5.0
60.68,17.580000000000002,5.0
61.18,17.580000000000002,5.0
61.68,17.580000000000002,5.0
62.18,17.580000000000002,5.0
62.68,17.580000000000002,5.0
63.18,17.580000000000002,5.0
63.68,17.580000000000002,5.0
64.18,17.580000000000002,5.0
64.68,17.580000000000002,5.0
65.18,17.580000000000002,5.0
65.68,17.580000000000002,5.0
66.18,17.580000000000002,5.0
66.68,17.580000000000002,5.0
67.18,17.580000000000002,5.0
67.68,17.580000000000002,5.0
68.18,17.580000000000002,5.0
68.68,17.580000000000002,5.0
69.18,17.580000000000002,5.0
69.68,17.580000000000002,5.0
70.18,17.580000000000002,5.0
70.68,17.580000000000002,5.0
71.18,17.580000000000002,5.0
71.68,17.580000000000002,5.0
72.18,17.580000000000002,5.0
72.68,17.580000000000002,4.0
73.18,17.580000000000002,4.0
83.68,17.580000000000002,2.0
84.18,17.580000000000002,3.0
84.68,17.580000000000002,3.0
85.18,17.580000000000002,4.0
85.68,17.580000000000002,4.0
86.18,17.580000000000002,4.0
86.68,17.580000000000002,4.0
87.18,17.580000000000002,5.0
87.68,17.580000000000002,5.0
88.18,17.580000000000002,5.0
88.68,17.580000000000002,5.0
89.18,17.580000000000002,5.0
89.68,17.580000000000002,5.0
90.18,17.580000000000002,5.0
90.68,17.580000000000002,5.0
91.18,17.580000000000002,5.0
91.68,17.580000000000002,5.0
92.18,17.580000000000002,5.0
92.68,17.580000000000002,5.0
60.18,17.080000000000002,5.0
60.68,17.080000000000002,5.0
61.18,17.080000000000002,5.0
61.68,17.080000000000002,5.0
62.18,17.080000000000002,5.0
62.68,17.080000000000002,5.0
63.18,17.080000000000002,5.0
63.68,17.080000000000002,5.0
64.18,17.080000000000002,5.0
64.68,17.080000000000002,5.0
65.18,17.080000000000002,5.0
65.68,17.080000000000002,5.0
66.18,17.080000000000002,5.0
66.68,17.080000000000002,5.0
67.18,17.080000000000002,5.0
67.68,17.080000000000002,5.0
68.18,17.080000000000002,5.0
68.68,17.080000000000002,5.0
69.18,17.080000000000002,5.0
69.68,17.080000000000002,5.0
70.18,17.080000000000002,5.0
70.68,17.080000000000002,5.0
71.18,17.080000000000002,5.0
71.68,17.080000000000002,5.0
72.18,17.080000000000002,5.0
72.68,17.080000000000002,4.0
73.18,17.080000000000002,4.0
82.68,17.080000000000002,1.0
83.18,17.080000000000002,2.0
83.68,17.080000000000002,3.0
84.18,17.080000000000002,3.0
84.68,17.080000000000002,3.0
85.18,17.080000000000002,4.0
85.68,17.080000000000002,4.0
86.18,17.080000000000002,4.0
86.68,17.080000000000002,4.0
87.18,17.080000000000002,5.0
87.68,17.080000000000002,5.0
88.18,17.080000000000002,5.0
88.68,17.080000000000002,5.0
89.18,17.080000000000002,5.0
89.68,17.080000000000002,5.0
90.18,17.080000000000002,5.0
90.68,17.080000000000002,5.0
91.18,17.080000000000002,5.0
91.68,17.080000000000002,5.0
92.18,17.080000000000002,5.0
92.68,17.080000000000002,5.0
60.18,16.580000000000002,5.0
60.68,16.580000000000002,5.0
61.18,16.580000000000002,5.0
61.68,16.580000000000002,5.0
62.18,16.580000000000002,5.0
62.68,16.580000000000002,5.0
63.18,16.580000000000002,5.0
63.68,16.580000000000002,5.0
64.18,16.580000000000002,5.0
64.68,16.580000000000002,5.0
65.18,16.580000000000002,5.0
65.68,16.580000000000002,5.0
66.18,16.580000000000002,5.0
66.68,16.580000000000002,5.0
67.18,16.580000000000002,5.0
67.68,16.580000000000002,5.0
68.18,16.580000000000002,5.0
68.68,16.580000000000002,5.0
69.18,16.580000000000002,5.0
69.68,16.580000000000002,5.0
70.18,16.580000000000002,5.0
70.68,16.580000000000002,5.0
71.18,16.580000000000002,5.0
71.68,16.580000000000002,5.0
72.18,16.580000000000002,5.0
72.68,16.580000000000002,5.0
73.18,16.580000000000002,5.0
82.68,16.580000000000002,2.0
83.18,16.580000000000002,2.0
83.68,16.580000000000002,3.0
84.18,16.580000000000002,3.0
84.68,16.580000000000002,4.0
85.18,16.580000000000002,4.0
85.68,16.580000000000002,4.0
86.18,16.580000000000002,4.0
86.68,16.580000000000002,5.0
87.18,16.580000000000002,5.0
87.68,16.580000000000002,5.0
88.18,16.580000000000002,5.0
88.68,16.580000000000002,5.0
89.18,16.580000000000002,5.0
89.68,16.580000000000002,5.0
90.18,16.580000000000002,5.0
90.68,16.580000000000002,5.0
91.18,16.580000000000002,5.0
91.68,16.580000000000002,5.0
92.18,16.580000000000002,5.0
92.68,16.580000000000002,4.0
60.18,16.080000000000002,5.0
60.68,16.080000000000002,5.0
61.18,16.080000000000002,5.0
61.68,16.080000000000002,5.0
62.18,16.080000000000002,5.0
62.68,16.080000000000002,5.0
63.18,16.080000000000002,5.0
63.68,16.080000000000002,5.0
64.18,16.080000000000002,5.0
64.68,16.080000000000002,5.0
65.18,16.080000000000002,5.0
65.68,16.080000000000002,5.0
66.18,16.080000000000002,5.0
66.68,16.080000000000002,5.0
67.18,16.080000000000002,5.0
67.68,16.080000000000002,5.0
68.18,16.080000000000002,5.0
68.68,16.080000000000002,5.0
69.18,16.080000000000002,5.0
69.68,16.080000000000002,5.0
70.18,16.080000000000002,5.0
70.68,16.080000000000002,5.0
71.18,16.080000000000002,5.0
71.68,16.080000000000002,5.0
72.18,16.080000000000002,5.0
72.68,16.080000000000002,5.0
73.18,16.080000000000002,4.0
73.68,16.080000000000002,3.0
81.68,16.080000000000002,1.0
82.18,16.080000000000002,2.0
82.68,16.080000000000002,2.0
83.18,16.080000000000002,3.0
83.68,16.080000000000002,3.0
84.18,16.080000000000002,3.0
84.68,16.080000000000002,4.0
85.18,16.080000000000002,4.0
85.68,16.080000000000002,4.0
86.18,16.080000000000002,4.0
86.68,16.080000000000002,5.0
87.18,16.080000000000002,5.0
87.68,16.080000000000002,5.0
88.18,16.080000000000002,5.0
88.68,16.080000000000002,5.0
89.18,16.080000000000002,5.0
89.68,16.080000000000002,5.0
90.18,16.080000000000002,5.0
90.68,16.080000000000002,5.0
91.18,16.080000000000002,5.0
91.68,16.080000000000002,5.0
92.18,16.080000000000002,5.0
92.68,16.080000000000002,4.0
60.18,15.580000000000002,5.0
60.68,15.580000000000002,5.0
61.18,15.580000000000002,5.0
61.68,15.580000000000002,5.0
62.18,15.580000000000002,5.0
62.68,15.580000000000002,5.0
63.18,15.580000000000002,5.0
63.68,15.580000000000002,5.0
64.18,15.580000000000002,5.0
64.68,15.580000000000002,5.0
65.18,15.580000000000002,5.0
65.68,15.580000000000002,5.0
66.18,15.580000000000002,5.0
66.68,15.580000000000002,5.0
67.18,15.580000000000002,5.0
67.68,15.580000000000002,5.0
68.18,15.580000000000002,5.0
68.68,15.580000000000002,5.0
69.18,15.580000000000002,5.0
69.68,15.580000000000002,5.0
70.18,15.580000000000002,5.0
70.68,15.580000000000002,5.0
71.18,15.580000000000002,5.0
71.68,15.580000000000002,5.0
72.18,15.580000000000002,5.0
72.68,15.580000000000002,5.0
73.18,15.580000000000002,5.0
73.68,15.580000000000002,4.0
80.68,15.580000000000002,1.0
81.18,15.580000000000002,1.0
81.68,15.580000000000002,2.0
82.18,15.580000000000002,2.0
82.68,15.580000000000002,2.0
83.18,15.580000000000002,3.0
83.68,15.580000000000002,3.0
84.18,15.580000000000002,3.0
84.68,15.580000000000002,4.0
85.18,15.580000000000002,4.0
85.68,15.580000000000002,4.0
86.18,15.580000000000002,5.0
86.68,15.580000000000002,5.0
87.18,15.580000000000002,5.0
87.68,15.580000000000002,5.0
88.18,15.580000000000002,5.0
88.68,15.580000000000002,5.0
89.18,15.580000000000002,5.0
89.68,15.580000000000002,5.0
90.18,15.580000000000002,5.0
90.68,15.580000000000002,5.0
91.18,15.580000000000002,5.0
91.68,15.580000000000002,5.0
92.18,15.580000000000002,5.0
92.68,15.580000000000002,4.0
60.18,15.080000000000002,44.0
60.68,15.080000000000002,5.0
61.18,15.080000000000002,5.0
61.68,15.080000000000002,5.0
62.18,15.080000000000002,5.0
62.68,15.080000000000002,5.0
63.18,15.080000000000002,5.0
63.68,15.080000000000002,5.0
64.18,15.080000000000002,5.0
64.68,15.080000000000002,5.0
65.18,15.080000000000002,5.0
65.68,15.080000000000002,5.0
66.18,15.080000000000002,5.0
66.68,15.080000000000002,5.0
67.18,15.080000000000002,5.0
67.68,15.080000000000002,5.0
68.18,15.080000000000002,5.0
68.68,15.080000000000002,5.0
69.18,15.080000000000002,5.0
69.68,15.080000000000002,5.0
70.18,15.080000000000002,5.0
70.68,15.080000000000002,5.0
71.18,15.080000000000002,5.0
71.68,15.080000000000002,5.0
72.18,15.080000000000002,5.0
72.68,15.080000000000002,5.0
73.18,15.080000000000002,5.0
73.68,15.080000000000002,4.0
80.18,15.080000000000002,1.0
80.68,15.080000000000002,1.0
81.18,15.080000000000002,2.0
81.68,15.080000000000002,2.0
82.18,15.080000000000002,2.0
82.68,15.080000000000002,2.0
83.18,15.080000000000002,3.0
83.68,15.080000000000002,3.0
84.18,15.080000000000002,4.0
84.68,15.080000000000002,4.0
85.18,15.080000000000002,4.0
85.68,15.080000000000002,4.0
86.18,15.080000000000002,5.0
86.68,15.080000000000002,5.0
87.18,15.080000000000002,5.0
87.68,15.080000000000002,5.0
88.18,15.080000000000002,5.0
88.68,15.080000000000002,5.0
89.18,15.080000000000002,5.0
89.68,15.080000000000002,5.0
90.18,15.080000000000002,5.0
90.68,15.080000000000002,5.0
91.18,15.080000000000002,5.0
91.68,15.080000000000002,5.0
92.18,15.080000000000002,5.0
92.68,15.080000000000002,4.0
60.18,14.580000000000002,44.0
60.68,14.580000000000002,5.0
61.18,14.580000000000002,5.0
61.68,14.580000000000002,5.0
62.18,14.580000000000002,5.0
62.68,14.580000000000002,5.0
63.18,14.580000000000002,5.0
63.68,14.580000000000002,5.0
64.18,14.580000000000002,5.0
64.68,14.580000000000002,5.0
65.18,14.580000000000002,5.0
65.68,14.580000000000002,5.0
66.18,14.580000000000002,5.0
66.68,14.580000000000002,5.0
67.18,14.580000000000002,5.0
67.68,14.580000000000002,5.0
68.18,14.580000000000002,5.0
68.68,14.580000000000002,5.0
69.18,14.580000000000002,5.0
69.68,14.580000000000002,5.0
70.18,14.580000000000002,5.0
70.68,14.580000000000002,5.0
71.18,14.580000000000002,5.0
71.68,14.580000000000002,5.0
72.18,14.580000000000002,5.0
72.68,14.580000000000002,5.0
73.18,14.580000000000002,5.0
73.68,14.580000000000002,4.0
74.18,14.580000000000002,4.0
80.18,14.580000000000002,1.0
80.68,14.580000000000002,1.0
81.18,14.580000000000002,2.0
81.68,14.580000000000002,2.0
82.18,14.580000000000002,2.0
82.68,14.580000000000002,2.0
83.18,14.580000000000002,3.0
83.68,14.580000000000002,3.0
84.18,14.580000000000002,4.0
84.68,14.580000000000002,4.0
85.18,14.580000000000002,4.0
85.68,14.580000000000002,5.0
86.18,14.580000000000002,5.0
86.68,14.580000000000002,5.0
87.18,14.580000000000002,5.0
87.68,14.580000000000002,5.0
88.18,14.580000000000002,5.0
88.68,14.580000000000002,5.0
89.18,14.580000000000002,5.0
89.68,14.580000000000002,5.0
90.18,14.580000000000002,5.0
90.68,14.580000000000002,5.0
91.18,14.580000000000002,5.0
91.68,14.580000000000002,5.0
92.18,14.580000000000002,5.0
92.68,14.580000000000002,4.0
60.18,14.080000000000002,5.0
60.68,14.080000000000002,5.0
61.18,14.080000000000002,5.0
61.68,14.080000000000002,5.0
62.18,14.080000000000002,5.0
62.68,14.080000000000002,5.0
63.18,14.080000000000002,5.0
63.68,14.080000000000002,5.0
64.18,14.080000000000002,5.0
64.68,14.080000000000002,5.0
65.18,14.080000000000002,5.0
65.68,14.080000000000002,5.0
66.18,14.080000000000002,5.0
66.68,14.080000000000002,5.0
67.18,14.080000000000002,5.0
67.68,14.080000000000002,5.0
68.18,14.080000000000002,5.0
68.68,14.080000000000002,5.0
69.18,14.080000000000002,5.0
69.68,14.080000000000002,5.0
70.18,14.080000000000002,5.0
70.68,14.080000000000002,5.0
71.18,14.080000000000002,5.0
71.68,14.080000000000002,5.0
72.18,14.080000000000002,5.0
72.68,14.080000000000002,5.0
73.18,14.080000000000002,5.0
73.68,14.080000000000002,5.0
74.18,14.080000000000002,4.0
80.18,14.080000000000002,1.0
80.68,14.080000000000002,1.0
81.18,14.080000000000002,2.0
81.68,14.080000000000002,2.0
82.18,14.080000000000002,2.0
82.68,14.080000000000002,2.0
83.18,14.080000000000002,3.0
83.68,14.080000000000002,3.0
84.18,14.080000000000002,4.0
84.68,14.080000000000002,4.0
85.18,14.080000000000002,4.0
85.68,14.080000000000002,5.0
86.18,14.080000000000002,5.0
86.68,14.080000000000002,5.0
87.18,14.080000000000002,5.0
87.68,14.080000000000002,5.0
88.18,14.080000000000002,5.0
88.68,14.080000000000002,5.0
89.18,14.080000000000002,5.0
89.68,14.080000000000002,5.0
90.18,14.080000000000002,5.0
90.68,14.080000000000002,5.0
91.18,14.080000000000002,5.0
91.68,14.080000000000002,5.0
92.18,14.080000000000002,5.0
92.68,14.080000000000002,3.0
60.18,13.580000000000002,5.0
60.68,13.580000000000002,5.0
61.18,13.580000000000002,5.0
61.68,13.580000000000002,5.0
62.18,13.580000000000002,5.0
62.68,13.580000000000002,5.0
63.18,13.580000000000002,5.0
63.68,13.580000000000002,5.0
64.18,13.580000000000002,5.0
64.68,13.580000000000002,5.0
65.18,13.580000000000002,5.0
65.68,13.580000000000002,5.0
66.18,13.580000000000002,5.0
66.68,13.580000000000002,5.0
67.18,13.580000000000002,5.0
67.68,13.580000000000002,5.0
68.18,13.580000000000002,5.0
68.68,13.580000000000002,5.0
69.18,13.580000000000002,5.0
69.68,13.580000000000002,5.0
70.18,13.580000000000002,5.0
70.68,13.580000000000002,5.0
71.18,13.580000000000002,5.0
71.68,13.580000000000002,5.0
72.18,13.580000000000002,5.0
72.68,13.580000000000002,5.0
73.18,13.580000000000002,5.0
73.68,13.580000000000002,5.0
74.18,13.580000000000002,4.0
