x,y,Wave_Power,Bathymetry,Distance_to_Shore,Chlorophyll,Salinity
79.68,23.58,127,255,127,5,127
80.18,23.58,127,255,127,5,127
80.68,23.58,127,255,127,5,127
81.18,23.58,127,255,127,5,127
81.68,23.58,127,255,127,5,127
82.18,23.58,127,255,127,5,127
82.68,23.58,127,255,127,5,127
83.18,23.58,127,255,127,5,127
83.68,23.58,127,255,127,5,127
84.18,23.58,127,255,127,5,127
84.68,23.58,127,255,127,5,127
85.18,23.58,127,255,127,5,127
85.68,23.58,127,255,127,5,127
86.18,23.58,127,255,127,5,127
86.68,23.58,127,255,127,5,127
87.18,23.58,127,255,127,5,127
87.68,23.58,127,255,127,5,127
88.18,23.58,127,255,127,5,127
88.68,23.58,127,0,127,5,127
89.18,23.58,127,0,127,5,127
89.68,23.58,127,0,127,5,127
90.18,23.58,127,1,127,5,127
90.68,23.58,127,1,127,5,127
91.18,23.58,127,2,127,5,127
91.68,23.58,127,2,127,5,127
92.18,23.58,127,3,127,5,127
92.68,23.58,127,3,127,32767,127
60.18,23.08,3,255,127,1,1
60.68,23.08,5,255,3,1,1
61.18,23.08,5,255,3,1,1
61.68,23.08,5,255,3,1,1
62.18,23.08,5,255,3,2,2
62.68,23.08,5,255,3,2,1
63.18,23.08,5,255,3,2,1
63.68,23.08,5,4,3,2,1
64.18,23.08,5,4,3,2,1
64.68,23.08,5,3,3,2,1
65.18,23.08,5,3,3,2,1
65.68,23.08,5,2,3,3,1
66.18,23.08,5,2,3,3,1
66.68,23.08,5,1,3,4,1
67.18,23.08,5,1,3,4,1
67.68,23.08,5,0,2,4,1
68.18,23.08,5,0,2,4,1
68.68,23.08,4,0,2,4,1
69.18,23.08,2,255,2,5,127
69.68,23.08,127,255,127,5,127
70.18,23.08,127,255,127,5,127
70.68,23.08,127,255,127,5,127
71.18,23.08,127,255,127,5,127
71.68,23.08,127,255,127,5,127
72.18,23.08,127,255,127,5,127
72.68,23.08,127,255,127,5,127
73.18,23.08,127,255,127,5,127
73.68,23.08,127,255,127,5,127
74.18,23.08,127,255,127,5,127
74.68,23.08,127,255,127,5,127
75.18,23.08,127,255,127,5,127
75.68,23.08,127,255,127,5,127
76.18,23.08,127,255,127,5,127
76.68,23.08,127,255,127,5,127
77.18,23.08,127,255,127,5,127
77.68,23.08,127,255,127,5,127
78.18,23.08,127,255,127,5,127
78.68,23.08,127,255,127,5,127
79.18,23.08,127,255,127,5,127
79.68,23.08,127,255,127,5,127
80.18,23.08,127,255,127,5,127
80.68,23.08,127,255,127,5,127
81.18,23.08,127,255,127,5,127
81.68,23.08,127,255,127,5,127
82.18,23.08,127,255,127,5,127
82.68,23.08,127,255,127,5,127
83.18,23.08,127,255,127,5,127
83.68,23.08,127,255,127,5,127
84.18,23.08,127,255,127,5,127
84.68,23.08,127,255,127,5,127
85.18,23.08,127,255,127,5,127
85.68,23.08,127,255,127,5,4
86.18,23.08,127,255,127,5,127
86.68,23.08,127,255,127,5,127
87.18,23.08,127,255,127,5,127
87.68,23.08,127,255,127,5,127
88.18,23.08,127,255,127,5,127
88.68,23.08,127,255,127,5,127
89.18,23.08,127,0,127,5,127
89.68,23.08,127,0,127,5,127
90.18,23.08,127,1,127,5,127
90.68,23.08,127,1,127,5,127
91.18,23.08,127,2,127,5,127
91.68,23.08,127,2,127,5,127
92.18,23.08,127,3,127,5,127
92.68,23.08,127,3,127,32767,127
60.18,22.58,4,255,127,1,1
60.68,22.58,5,255,3,1,1
61.18,22.58,5,255,3,1,1
61.68,22.58,5,255,3,1,1
62.18,22.58,5,255,3,2,1
62.68,22.58,5,255,3,2,1
63.18,22.58,5,255,3,2,1
63.68,22.58,5,4,3,3,1
64.18,22.58,5,4,3,2,1
64.68,22.58,5,3,3,2,1
65.18,22.58,5,3,3,2,1
65.68,22.58,5,2,3,2,1
66.18,22.58,5,2,3,3,1
66.68,22.58,5,2,3,3,1
67.18,22.58,5,1,3,4,1
67.68,22.58,5,1,3,4,1
68.18,22.58,5,0,3,4,1
68.68,22.58,5,0,3,4,1
69.18,22.58,3,0,2,5,1
69.68,22.58,127,0,2,5,1
70.18,22.58,127,0,2,5,1
70.68,22.58,127,255,2,5,127
71.18,22.58,127,255,127,5,127
71.68,22.58,127,255,127,5,127
72.18,22.58,127,255,127,5,127
72.68,22.58,127,255,127,5,127
73.18,22.58,127,255,127,5,127
73.68,22.58,127,255,127,5,127
74.18,22.58,127,255,127,5,127
74.68,22.58,127,255,127,5,127
75.18,22.58,127,255,127,5,127
75.68,22.58,127,255,127,5,127
76.18,22.58,127,255,127,5,127
76.68,22.58,127,255,127,5,127
77.18,22.58,127,255,127,5,127
77.68,22.58,127,255,127,5,127
78.18,22.58,127,255,127,5,127
78.68,22.58,127,255,127,5,127
79.18,22.58,127,255,127,5,127
79.68,22.58,127,255,127,5,5
80.18,22.58,127,255,127,5,127
80.68,22.58,127,255,127,5,127
81.18,22.58,127,255,127,5,127
81.68,22.58,127,255,127,5,127
82.18,22.58,127,255,127,5,127
82.68,22.58,127,255,127,5,127
83.18,22.58,127,255,127,5,127
83.68,22.58,127,255,127,5,127
84.18,22.58,127,255,127,5,127
84.68,22.58,127,255,127,5,127
85.18,22.58,127,255,127,5,127
85.68,22.58,127,255,127,5,127
86.18,22.58,127,255,127,5,127
86.68,22.58,127,255,127,5,127
87.18,22.58,127,255,127,5,127
87.68,22.58,127,255,127,5,127
88.18,22.58,127,255,127,5,127
88.68,22.58,127,255,127,5,127
89.18,22.58,127,0,127,5,127
89.68,22.58,127,0,127,5,127
90.18,22.58,127,1,127,5,127
90.68,22.58,127,1,127,5,127
91.18,22.58,1,2,1,5,127
91.68,22.58,1,2,2,5,127
92.18,22.58,127,3,127,5,127
92.68,22.58,127,3,127,32767,127
60.18,22.08,5,255,127,2,1
60.68,22.08,5,255,3,1,1
61.18,22.08,5,255,3,1,1
61.68,22.08,5,255,3,2,1
62.18,22.08,5,255,3,2,1
62.68,22.08,5,255,3,2,1
63.18,22.08,5,255,3,2,1
63.68,22.08,5,255,3,2,1
64.18,22.08,5,4,3,2,1
64.68,22.08,5,4,3,2,1
65.18,22.08,5,3,3,2,1
65.68,22.08,5,3,3,2,1
66.18,22.08,5,2,3,2,1
66.68,22.08,5,2,3,3,1
67.18,22.08,5,1,3,3,1
67.68,22.08,5,1,3,4,1
68.18,22.08,5,0,3,4,1
68.68,22.08,5,0,3,4,1
